"Area Served","Callsign","Frequency(MHz)","Purpose","Polarisation","Antenna Height (m)","Antenna Pattern","Maximum ERP (W)","Technical Specification Number","Licence Number","Site id","Site Name","Zone","Easting","Northing","Latitude","Longitude","State","BSL","Licence Area","Licence Area ID","Status"
"Port Macquarie","2SBSFM","107.7","Retransmission","V","20","OD","250","1133025","10099944","7744","Country Energy Site 24 km WNW of Port Macquarie MT CAIRNCROSS","0","0","0","31 20 29S","152 40 56E","NSW","","","","Issued"
"Port Pirie","5TRX","105.1","Community","M","82","OD","5000","10010705","1170708","305536","Broadcast/Comms Mast  Pirie Cmty Radio Bcers Site TV Track THE BLUFF","0","0","0","33 6 21S","138 9 52E","SA","1150785","PORT PIRIE RA1","","Issued"
"Port Stephens","2PNN","95.1","National","V","20","OD","250","10014305","1189251","53725","Port Stephens Council site Gan Gan Hill NELSON BAY","0","0","0","32 43 55S","152 7 53E","NSW","","","","Issued"
"Port Stephens","2NC","95.9","National","M","20","OD","250","10014308","1156904","53725","Port Stephens Council site Gan Gan Hill NELSON BAY","0","0","0","32 43 55S","152 7 53E","NSW","","","","Issued"
"Port Stephens","2HD","97.5","Commercial","V","20","OD","250","10014314","1562558","53725","Port Stephens Council site Gan Gan Hill NELSON BAY","0","0","0","32 43 55S","152 7 53E","NSW","4115","NEWCASTLE RA1","","Issued"
"Port Stephens","2ABCRN","98.3","National","M","20","OD","250","10014313","1233244","53725","Port Stephens Council site Gan Gan Hill NELSON BAY","0","0","0","32 43 55S","152 7 53E","NSW","","","","Issued"
"Port Stephens","2PSR","100.9","Community","V","30","DA","1000","10007804","1170095","53725","Port Stephens Council site Gan Gan Hill NELSON BAY","0","0","0","32 43 55S","152 7 53E","NSW","1150042","PORT STEPHENS RA1","","Issued"
"Portland (Vic)","3HA","92.9","Commercial","M","20","DA","1000","1137076","10131445","153479","Council Site  Mount Clay Angelino Rd NARRAWONG","0","0","0","38 12 59S","141 42 13E","VIC","4152","HAMILTON RA1","","Issued"
"Portland (Vic)","3HA","92.9","Commercial","M","20","DA","1000","1137076","1985147","153479","Council Site  Mount Clay Angelino Rd NARRAWONG","0","0","0","38 12 59S","141 42 13E","VIC","4152","HAMILTON RA1","","Expired"
"Portland (Vic)","3HFM","93.7","Commercial","M","20","DA","2000","10012663","10132216","153479","Council Site  Mount Clay Angelino Rd NARRAWONG","0","0","0","38 12 59S","141 42 13E","VIC","1150773","HAMILTON RA1","","Issued"
"Portland (Vic)","3HFM","93.7","Commercial","M","20","OD","2000","10012663","1158663","153479","Council Site  Mount Clay Angelino Rd NARRAWONG","0","0","0","38 12 59S","141 42 13E","VIC","1150773","HAMILTON RA1","","Expired"
"Portland (Vic)","3SWR","96.9","National","M","34","DA","2600","3324001","1150226","42517","Broadcast Australia Site Mt Clay Angelino Rd NARRAWONG","0","0","0","38 13 0S","141 42 12E","VIC","","","","Issued"
"Portland (Vic)","3PNN","97.7","National","M","34","DA","2600","6759001","1566069","42517","Broadcast Australia Site Mt Clay Angelino Rd NARRAWONG","0","0","0","38 13 0S","141 42 12E","VIC","","","","Issued"
"Portland (Vic)","3ABCRN","98.5","National","M","34","DA","2600","3925601","1150228","42517","Broadcast Australia Site Mt Clay Angelino Rd NARRAWONG","0","0","0","38 13 0S","141 42 12E","VIC","","","","Issued"
"Portland (Vic)","3RPC","99.3","Community","M","25","DA","2000","3067601","1385176","42517","Broadcast Australia Site Mt Clay Angelino Rd NARRAWONG","0","0","0","38 13 0S","141 42 12E","VIC","3067","PORTLAND RA1","","Issued"
"Portland (Vic)","","105.3","HPON","M","30","OD","1000","10011114","1170735","140892","Vision Broadcast Site    2-4 George St  Portland 2-4 George St PORTLAND","0","0","0","38 21 45S","141 37 25E","VIC","","","","Issued"
"Portland/Wallerawang","2ABCRN","92.5","National","M","20","OD","200","10001618","1198601","10579","North East Mast Broadcast Site GARLANDS HILL","0","0","0","33 24 18S","149 56 51E","NSW","","","","Issued"
"Portland/Wallerawang","2CR","94.1","National","M","20","OD","200","10004543","1198607","10579","North East Mast Broadcast Site GARLANDS HILL","0","0","0","33 24 18S","149 56 51E","NSW","","","","Issued"
"Powelltown","8SAT","89.5","Commercial","V","15","DA","50","1137093","1990190","141072","Nominal Planning Site 195 Mount Bride Rd POWELLTOWN","0","0","0","37 49 12S","145 43 49E","VIC","10147","REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1","","Issued"
"Prominent Hill Mine","5ABCRR","89.7","Retransmission","V","15","OD","20","1137848","1987110","9021926","Comms Tower Open Cut Mine Site PROMINENT HILL","0","0","0","29 43 30S","135 34 13E","SA","","","","Issued"
"Prominent Hill Mine","8SAT","91.3","Retransmission","V","15","OD","20","1132621","1987111","9021926","Comms Tower Open Cut Mine Site PROMINENT HILL","0","0","0","29 43 30S","135 34 13E","SA","","","","Issued"
"Prominent Hill Mine","5JJJ","92.9","Retransmission","V","15","OD","250","1136671","1963837","9021926","Comms Tower Open Cut Mine Site PROMINENT HILL","0","0","0","29 43 30S","135 34 13E","SA","","","","Issued"
"Proserpine","","96.3","HPON","V","15","OD","20","10008147","1170822","9009108","Water Tower  Council Site Faust Street PROSERPINE","0","0","0","20 24 6S","148 34 32E","QLD","","","","Issued"
"Pularumpi","8ACR","98.5","Community","V","10","OD","25","10003464","10187423","10004560","Broadcast Building Pirlangimpi Street PULARUMPI","0","0","0","11 24 13S","130 25 5E","NT","10134","PULARUMPI RA1","","Issued"
"Queanbeyan","","97.5","HPON","M","10","OD","500","10008318","1170207","41287","Nominal Planning Site Mt Jerrabomberra  off Jerrabomberra Hill Rd JERRABOMBERRA","0","0","0","35 22 31S","149 12 46E","NSW","","","","Issued"
"Queenstown","7SBSFM","93.7","Retransmission","V","20","OD","100","1134129","1934126","34399","Broadcast Site MT OWEN","0","0","0","42 5 31S","145 36 23E","TAS","","","","Issued"
"Queenstown/Zeehan","7JJJ","88.9","Retransmission","M","12","OD","500","1131059","1147346","34399","Broadcast Site MT OWEN","0","0","0","42 5 31S","145 36 23E","TAS","","","","Issued"
"Queenstown/Zeehan","7ABCRR","90.5","National","M","12","OD","500","6625006","1150189","34399","Broadcast Site MT OWEN","0","0","0","42 5 31S","145 36 23E","TAS","","","","Issued"
"Queenstown/Zeehan","7XS","92.1","Commercial","M","30","DA","1000","12000330","1154863","34400","Works Tasmania Site MT OWEN","0","0","0","42 5 5S","145 36 25E","TAS","4222","QUEENSTOWN RA1","","Issued"
"Queenstown/Zeehan","7AUS","95.3","Commercial","V","12","DA","1000","10004682","10585315","34400","Works Tasmania Site MT OWEN","0","0","0","42 5 5S","145 36 25E","TAS","10311","QUEENSTOWN RA1","","Issued"
"Quilpie","4SBSFM","98.1","Retransmission","V","30","OD","30","1131511","1188071","152310","Broadcast Australia Site Cnr Chipu & Winchu Sts QUILPIE","0","0","0","26 37 9S","144 15 53E","QLD","","","","Issued"
"Quilpie","4VL","104.5","Commercial","M","32","OD","50","10013415","10072866","153597","Council Works Depot Site 30 Winchu street QUILPIE","0","0","0","26 37 7S","144 16 15E","QLD","10218","CHARLEVILLE RA1","","Issued"
"Quilpie","4VL","104.5","Commercial","M","32","OD","50","10013415","1159214","153597","Council Works Depot Site 30 Winchu street QUILPIE","0","0","0","26 37 7S","144 16 15E","QLD","10218","CHARLEVILLE RA1","","Expired"
"Quilpie","4ABCRR","106.1","National","M","32","OD","50","10003886","1198734","152310","Broadcast Australia Site Cnr Chipu & Winchu Sts QUILPIE","0","0","0","26 37 9S","144 15 53E","QLD","","","","Issued"
"Quilpie","4ABCRN","107.7","National","M","32","OD","50","10003885","1198777","152310","Broadcast Australia Site Cnr Chipu & Winchu Sts QUILPIE","0","0","0","26 37 9S","144 15 53E","QLD","","","","Issued"
"Quirindi","2YOU","96.3","Retransmission","M","30","OD","150","1131969","1184606","6553","Council Site Who-Da-Thought-It Lookout QUIRINDI","0","0","0","31 30 53S","150 39 59E","NSW","","","","Issued"
"Quorn","5AU","99.1","Commercial","V","20","DA","100","1137878","11134280","142462","5AU Repeater Site via Grandview Pde QUORN","0","0","0","32 21 42S","138 3 9E","SA","4193","SPENCER GULF NORTH RA1","","Issued"
"Quorn","5AUU","100.7","Commercial","V","20","DA","100","1137875","11134313","142462","5AU Repeater Site via Grandview Pde QUORN","0","0","0","32 21 42S","138 3 9E","SA","4195","SPENCER GULF NORTH RA1","","Issued"
"Quorn","5ABCRN","107.9","National","M","32","OD","50","3643001","1198442","24383","Telstra/Broadcast Site Yarrah Vale Road QUORN","0","0","0","32 17 59S","138 3 23E","SA","","","","Issued"
"Ramingining","8ACR","105.7","Community","V","10","OD","10","10003029","10308420","1535","Cmty Radio Site 21 Warrk Rd RAMINGINING","0","0","0","12 19 44S","134 55 38E","NT","10135","RAMINGINING RA1","","Issued"
"Ravenshoe","4AM","91.3","Commercial","M","20","OD","250","1133574","1940642","139977","Kidner Contracting Pty Ltd Tumoulin Road RAVENSHOE","0","0","0","17 35 49S","145 29 2E","QLD","4167","ATHERTON RA1","","Issued"
"Ravensthorpe","6SEA","89.1","Retransmission","V","18","OD","250","1134218","1937000","151122","Broadcast Tower  Shire Offices Site 65 Morgans St RAVENSTHORPE","0","0","0","33 34 52S","120 2 48E","WA","","","","Issued"
"Ravensthorpe","6JJJ","90.7","Retransmission","M","18","OD","300","1136910","1955601","151122","Broadcast Tower  Shire Offices Site 65 Morgans St RAVENSTHORPE","0","0","0","33 34 52S","120 2 48E","WA","","","","Issued"
"Ravensthorpe","","93.1","HPON","M","24","OD","50","10000874","1187443","199293","Broadcast Tower  Broadcast Australia Site 2 Queen St RAVENSTHORPE","0","0","0","33 35 11S","120 2 42E","WA","","","","Issued"
"Ravensthorpe","6SBSFM","94.7","Retransmission","M","18","OD","300","1136911","1955602","151122","Broadcast Tower  Shire Offices Site 65 Morgans St RAVENSTHORPE","0","0","0","33 34 52S","120 2 48E","WA","","","","Issued"
"Ravensthorpe","6ABCRR","105.9","National","M","20","OD","50","10000869","1198513","199293","Broadcast Tower  Broadcast Australia Site 2 Queen St RAVENSTHORPE","0","0","0","33 35 11S","120 2 42E","WA","","","","Issued"
"Ravensthorpe","6ABCRN","107.5","National","M","20","OD","50","10000868","1198540","199293","Broadcast Tower  Broadcast Australia Site 2 Queen St RAVENSTHORPE","0","0","0","33 35 11S","120 2 42E","WA","","","","Issued"
"Ravensworth Mine","2JJJ","91.7","Retransmission","V","12","OD","50","12000030","10070571","10001580","Ravensworth Open Cut Mine Site off Lemington Road RAVENSWORTH","0","0","0","32 26 5S","151 0 15E","NSW","","","","Issued"
"Ravensworth Mine","2NM","93.3","Retransmission","V","12","OD","50","12000031","10070572","10001580","Ravensworth Open Cut Mine Site off Lemington Road RAVENSWORTH","0","0","0","32 26 5S","151 0 15E","NSW","","","","Issued"
"Ravensworth Mine","2HVR","94.9","Retransmission","V","12","OD","50","12000032","10070573","10001580","Ravensworth Open Cut Mine Site off Lemington Road RAVENSWORTH","0","0","0","32 26 5S","151 0 15E","NSW","","","","Issued"
"Redcliffe","4RED","99.7","Community","M","15","DA","2000","10009902","1385193","12551","Water Tower Sorrento St MARGATE","0","0","0","27 14 42S","153 6 2E","QLD","6020","REDCLIFFE RA1","","Issued"
"Reedy Creek Gasfield","4JJJ","99.7","Retransmission","M","50","DA","300","1137982","1991654","9017828","APLNG Lattice Tower Reedy Creek IOC Off Yuleba Taroom Road YULEBA NORTH","0","0","0","26 19 56S","149 23 37E","QLD","","","","Issued"
"Renmark/Loxton","5RM","91.5","Commercial","M","140","DA","10000","12000206","1385026","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","10178","RIVERLAND RA1","","Issued"
"Renmark/Loxton","5RIV","93.1","Commercial","M","140","DA","10000","10003436","1154750","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","10175","RIVERLAND RA1","","Issued"
"Renmark/Loxton","5PNN","93.9","National","V","156","DA","150000","1131022","1902881","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","","","","Issued"
"Renmark/Loxton","","95.5","HPON","M","100","DA","5000","10003261","1152305","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","","","","Issued"
"Renmark/Loxton","5LFM","100.7","Community","M","156","DA","5000","1130967","10462125","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","10177","RIVERLAND RA1","","Issued"
"Renmark/Loxton","5JJJ","101.9","National","V","156","DA","150000","10003435","1153127","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","","","","Issued"
"Renmark/Loxton","5ABCFM","105.1","National","V","156","DA","150000","10003434","1150217","24073","Broadcast Site Bookpurnong Terrace 4 km WSW of LOXTON","0","0","0","34 27 52S","140 32 0E","SA","","","","Issued"
"Richmond","4RBL","99.7","Commercial","V","30","OD","100","1133296","1158267","150174","Council Site Concrete Water Tower  Goldring St RICHMOND","0","0","0","20 44 5S","143 8 45E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Richmond","4JJJ","101.3","Retransmission","V","30","OD","30","1133960","1932272","150174","Council Site Concrete Water Tower  Goldring St RICHMOND","0","0","0","20 44 5S","143 8 45E","QLD","","","","Issued"
"Richmond","4BRZ","104.5","Retransmission","V","30","OD","100","1132585","1563154","150174","Council Site Concrete Water Tower  Goldring St RICHMOND","0","0","0","20 44 5S","143 8 45E","QLD","","","","Issued"
"Richmond","4SBSFM","106.1","Retransmission","V","30","OD","100","1132683","1567119","150174","Council Site Concrete Water Tower  Goldring St RICHMOND","0","0","0","20 44 5S","143 8 45E","QLD","","","","Issued"
"Richmond","4ABCRN","107.7","National","M","69","OD","50","10002758","1198778","20047","Telstra Radio Terminal Lot 1 Flinders Hwy RICHMOND","0","0","0","20 44 60S","143 9 27E","QLD","","","","Issued"
"Richmond (NSW)","2UUS","99.1","Commercial","M","15","OD","100","10009797","1155900","153007","Broadcast Monopole  Aust Radio Network Site 754-768 Hawkesbury Rd HAWKESBURY HEIGHTS","0","0","0","33 40 3S","150 38 23E","NSW","4104","WESTERN SUBURBS SYDNEY RA1","","Issued"
"Richmond/Tweed","2NNR","94.5","National","M","69","DA","100000","3155601","1150259","8533","Broadcast Australia Tower 30 km N of Lismore MT NARDI","0","0","0","28 32 44S","153 17 15E","NSW","","","","Issued"
"Richmond/Tweed","2ABCFM","95.3","National","M","69","DA","100000","2210001","1150260","8533","Broadcast Australia Tower 30 km N of Lismore MT NARDI","0","0","0","28 32 44S","153 17 15E","NSW","","","","Issued"
"Richmond/Tweed","2JJJ","96.1","National","M","69","DA","100000","7361601","1150263","8533","Broadcast Australia Tower 30 km N of Lismore MT NARDI","0","0","0","28 32 44S","153 17 15E","NSW","","","","Issued"
"Richmond/Tweed","2ABCRN","96.9","National","M","69","DA","100000","6298001","1150266","8533","Broadcast Australia Tower 30 km N of Lismore MT NARDI","0","0","0","28 32 44S","153 17 15E","NSW","","","","Issued"
"Richmond/Tweed","2PNN","98.5","National","M","69","DA","100000","10011708","1189262","8533","Broadcast Australia Tower 30 km N of Lismore MT NARDI","0","0","0","28 32 44S","153 17 15E","NSW","","","","Issued"
"Robinvale","3HOT","90.7","Community","M","30","OD","60","10002420","1151606","41335","Broadcast Site Moore St ROBINVALE","0","0","0","34 35 25S","142 46 12E","VIC","10093","MILDURA RA3","","Issued"
"Rockhampton","","92.7","HPON","M","30","OD","20","10007944","1155301","17433","Nixons Site MT ARCHER","0","0","0","23 20 15S","150 34 37E","QLD","","","","Issued"
"Rockhampton","4YOU","98.5","Community","M","20","OD","1000","10007942","10656302","100043","New 4YOU Site MT ARCHER","0","0","0","23 20 19S","150 34 42E","QLD","1295","ROCKHAMPTON RA2","","Issued"
"Rockhampton","","99.9","HPON","M","30","OD","1000","6408001","1154765","17430","Capricorn Comms Site MT ARCHER","0","0","0","23 20 14S","150 34 37E","QLD","","","","Issued"
"Rockhampton","4US","100.7","Community","M","30","OD","1000","6411001","1170100","17437","Bcast / Comms Tower  Southern Cross Austereo Site Pilbeam Drv MOUNT ARCHER","0","0","0","23 20 20S","150 34 41E","QLD","1150184","ROCKHAMPTON RA2","","Issued"
"Rockhampton","4RGK","101.5","Commercial","M","30","OD","10000","6409001","1170273","17437","Bcast / Comms Tower  Southern Cross Austereo Site Pilbeam Drv MOUNT ARCHER","0","0","0","23 20 20S","150 34 41E","QLD","1150183","ROCKHAMPTON RA1","","Issued"
"Rockhampton","4ABCRN","103.1","National","M","100","OD","80000","2012001","1150318","17442","Broadcast Australia Site 1046 Mt Hopeful Rd MOUNT HOPEFUL","0","0","0","23 43 47S","150 32 10E","QLD","","","","Issued"
"Rockhampton","4JJJ","104.7","National","M","100","OD","80000","7419001","1150324","17442","Broadcast Australia Site 1046 Mt Hopeful Rd MOUNT HOPEFUL","0","0","0","23 43 47S","150 32 10E","QLD","","","","Issued"
"Rockhampton","4PNN","105.5","National","M","100","OD","80000","10013404","1189259","17442","Broadcast Australia Site 1046 Mt Hopeful Rd MOUNT HOPEFUL","0","0","0","23 43 47S","150 32 10E","QLD","","","","Issued"
"Rockhampton","4ABCFM","106.3","National","M","100","OD","80000","3018001","1150328","17442","Broadcast Australia Site 1046 Mt Hopeful Rd MOUNT HOPEFUL","0","0","0","23 43 47S","150 32 10E","QLD","","","","Issued"
"Rockhampton","4ROK","107.9","Commercial","M","30","OD","10000","6405001","1170354","17437","Bcast / Comms Tower  Southern Cross Austereo Site Pilbeam Drv MOUNT ARCHER","0","0","0","23 20 20S","150 34 41E","QLD","1150045","ROCKHAMPTON RA1","","Issued"
"Rockingham","6IX","105.7","Commercial","V","90","DA","500","10010930","1960432","151206","Lift Well Roof CBH Grain Terminal  Rockingham Beach Rd EAST ROCKINGHAM","0","0","0","32 15 32S","115 45 6E","WA","4198","PERTH RA1","","Issued"
"Roebourne","6RED","94.5","Commercial","M","20","DA","500","10004981","10265851","151680","Broadcast Australia Site off Fisher Drive MOUNT WELCOME","0","0","0","20 46 19S","117 8 31E","WA","10009","KARRATHA RA1","","Issued"
"Roebourne","6KA","95.3","Commercial","M","20","DA","500","1138069","10278570","151680","Broadcast Australia Site off Fisher Drive MOUNT WELCOME","0","0","0","20 46 19S","117 8 31E","WA","10337","KARRATHA RA1","","Issued"
"Roebourne","","97.7","HPON","M","15","OD","50","10005150","1171015","10009035","52 Sholl Street Roebourne","0","0","0","20 46 29S","117 8 41E","WA","","","","Issued"
"Roebourne","6ABCRN","107.5","National","M","19","OD","1300","10000604","1198542","151680","Broadcast Australia Site off Fisher Drive MOUNT WELCOME","0","0","0","20 46 19S","117 8 31E","WA","","","","Issued"
"Rolleston Mine","4JJJ","98.5","Retransmission","V","26","OD","1000","1137935","1991546","404976","Telstra Radio Terminal Mine Site via ROLLESTON","0","0","0","24 26 28S","148 25 0E","QLD","","","","Issued"
"Rolleston Mine","4HI","100.1","Retransmission","V","26","OD","1000","1133122","1910394","404976","Telstra Radio Terminal Mine Site via ROLLESTON","0","0","0","24 26 28S","148 25 0E","QLD","","","","Issued"
"Rolleston Mine","4HIT","101.7","Retransmission","V","26","OD","1000","12000723","10895285","404976","Telstra Radio Terminal Mine Site via ROLLESTON","0","0","0","24 26 28S","148 25 0E","QLD","","","","Issued"
"Rolleston Mine","4ABCCT","103.3","Retransmission","V","26","OD","1000","12000724","10895326","404976","Telstra Radio Terminal Mine Site via ROLLESTON","0","0","0","24 26 28S","148 25 0E","QLD","","","","Issued"
"Roma","","94.3","HPON","M","55","OD","100","10004225","1152296","15080","4ZR Radio Site Timbury Hills off Warrego Hwy 6 km E of ROMA","0","0","0","26 34 28S","148 50 53E","QLD","","","","Issued"
"Roma","4ROM","95.1","Commercial","M","55","OD","1000","10005769","1151597","15080","4ZR Radio Site Timbury Hills off Warrego Hwy 6 km E of ROMA","0","0","0","26 34 28S","148 50 53E","QLD","10229","ROMA RA1","","Issued"
"Roma","","95.9","HPON","M","30","OD","100","10004226","1170741","153008","Water tower 68 Bowen Street ROMA","0","0","0","26 34 21S","148 46 44E","QLD","","","","Issued"
"Roma","4ABCFM","97.7","National","M","58","OD","1000","10010451","1156906","15082","Telstra Radio Terminal Timbury Hills off Warrego Hwy 6 km E of ROMA","0","0","0","26 34 21S","148 51 0E","QLD","","","","Issued"
"Roma","4ABCRR","105.7","National","M","58","OD","1000","10003888","1153128","15082","Telstra Radio Terminal Timbury Hills off Warrego Hwy 6 km E of ROMA","0","0","0","26 34 21S","148 51 0E","QLD","","","","Issued"
"Roma","4ABCRN","107.3","National","M","58","OD","1000","10003887","1198749","15082","Telstra Radio Terminal Timbury Hills off Warrego Hwy 6 km E of ROMA","0","0","0","26 34 21S","148 51 0E","QLD","","","","Issued"
"Rosebery","7SBSFM","101.5","Retransmission","V","20","OD","100","1134131","1934125","199251","7XS-7AUS Mast Mt Read  Mount Read Rd ROSEBERY","0","0","0","41 50 40S","145 32 29E","TAS","","","","Issued"
"Rosebery","7JJJ","102.7","Retransmission","M","20","OD","400","1131062","1147347","199251","7XS-7AUS Mast Mt Read  Mount Read Rd ROSEBERY","0","0","0","41 50 40S","145 32 29E","TAS","","","","Issued"
"Rosebery","7AUS","105.5","Commercial","V","12","DA","500","10011371","10589765","199251","7XS-7AUS Mast Mt Read  Mount Read Rd ROSEBERY","0","0","0","41 50 40S","145 32 29E","TAS","10311","QUEENSTOWN RA1","","Issued"
"Rosebery","7QN","106.3","National","M","22","OD","400","6625005","1198339","34450","Broadcast Australia Site  MT READ","0","0","0","41 50 39S","145 32 32E","TAS","","","","Issued"
"Rosebery","7XS","107.1","Commercial","M","20","DA","500","4222002","1384872","199251","7XS-7AUS Mast Mt Read  Mount Read Rd ROSEBERY","0","0","0","41 50 40S","145 32 29E","TAS","4222","QUEENSTOWN RA1","","Issued"
"Rosebery","7ABCRN","107.9","National","M","22","OD","400","6586003","1198341","34450","Broadcast Australia Site  MT READ","0","0","0","41 50 39S","145 32 32E","TAS","","","","Issued"
"Rosslyn Hill Mine","6SAT","95.1","Retransmission","V","10","OD","30","1137568","1970164","141749","Broadcast Site 35 km west of Wiluna ROSSLYN HILL MINE","0","0","0","26 31 27S","119 57 4E","WA","","","","Issued"
"Roxby Downs","5SBSFM","92.3","Retransmission","V","30","OD","300","1137116","1958269","140968","Council Depot 28 Olympic Way ROXBY DOWNS","0","0","0","30 33 16S","136 53 38E","SA","","","","Issued"
"Roxby Downs","5JJJ","93.9","Retransmission","V","30","OD","300","1137115","1958268","140968","Council Depot 28 Olympic Way ROXBY DOWNS","0","0","0","30 33 16S","136 53 38E","SA","","","","Issued"
"Roxby Downs","","95.5","HPON","M","30","OD","500","10000538","1152319","25661","Telstra Site Lot 728 Olympic Way ROXBY DOWNS","0","0","0","30 32 47S","136 53 41E","SA","","","","Issued"
"Roxby Downs","5AU","96.3","Commercial","V","10","OD","500","10000539","10300688","10007121","5AU Mast  Spencer Gulf Bcers Site 5 Gosse St ROXBY DOWNS","0","0","0","30 33 10S","136 53 40E","SA","4193","SPENCER GULF NORTH RA1","","Issued"
"Roxby Downs","8SAT","97.9","Commercial","V","41","DA","1300","10014413","1151029","25661","Telstra Site Lot 728 Olympic Way ROXBY DOWNS","0","0","0","30 32 47S","136 53 41E","SA","10147","REMOTE COMMERCIAL RADIO SERVICE CENTRAL ZONE RA1","","Issued"
"Roxby Downs","5AUU","100.3","Commercial","M","20","OD","500","10011282","1185147","136444","5AUU Mast  Spencer Gulf Bcers Site 5 Gosse St ROXBY DOWNS","0","0","0","30 33 11S","136 53 40E","SA","4195","SPENCER GULF NORTH RA1","","Issued"
"Roxby Downs","5ABCRN","101.9","National","M","41","DA","1300","10000543","1150211","25661","Telstra Site Lot 728 Olympic Way ROXBY DOWNS","0","0","0","30 32 47S","136 53 41E","SA","","","","Issued"
"Roxby Downs","5ABCRR","102.7","National","M","41","DA","1300","10000544","1150215","25661","Telstra Site Lot 728 Olympic Way ROXBY DOWNS","0","0","0","30 32 47S","136 53 41E","SA","","","","Issued"
"Roxby Downs","5ABCFM","103.5","National","M","41","DA","1300","10002907","1150216","25661","Telstra Site Lot 728 Olympic Way ROXBY DOWNS","0","0","0","30 32 47S","136 53 41E","SA","","","","Issued"
"Roxby Downs","5ROX","105.5","Community","V","20","DA","100","10010805","10212667","140968","Council Depot 28 Olympic Way ROXBY DOWNS","0","0","0","30 33 16S","136 53 38E","SA","1150824","ROXBY DOWNS RA1","","Issued"
"Roy Hill Mine","6ABCGS","96.5","Retransmission","V","25","OD","50","12000758","10961370","9015766","Roy Hill Mine RBS Via Marble Bar Road 14.5 km NNE of ROY HILL STATION AIRPORT","0","0","0","22 30 2S","120 0 6E","WA","","","","Issued"
"Roy Hill Mine","6ABCRR","98.1","Retransmission","V","25","OD","50","1137802","1985459","9015766","Roy Hill Mine RBS Via Marble Bar Road 14.5 km NNE of ROY HILL STATION AIRPORT","0","0","0","22 30 2S","120 0 6E","WA","","","","Issued"
"Roy Hill Mine","6JJJ","99.7","Retransmission","V","25","OD","50","1137801","1985457","9015766","Roy Hill Mine RBS Via Marble Bar Road 14.5 km NNE of ROY HILL STATION AIRPORT","0","0","0","22 30 2S","120 0 6E","WA","","","","Issued"
"Roy Hill Mine","6ACR","101.3","Retransmission","V","25","OD","50","1137799","1985066","9015766","Roy Hill Mine RBS Via Marble Bar Road 14.5 km NNE of ROY HILL STATION AIRPORT","0","0","0","22 30 2S","120 0 6E","WA","","","","Issued"
"Roy Hill Mine","6FMS","102.9","Retransmission","V","25","OD","50","1137800","1985065","9015766","Roy Hill Mine RBS Via Marble Bar Road 14.5 km NNE of ROY HILL STATION AIRPORT","0","0","0","22 30 2S","120 0 6E","WA","","","","Issued"
"Ryde","2RRR","88.5","Community","M","35","OD","100","3057001","1385150","101219","Optus/Hutchison Site Golf Course Twin Rd NORTH RYDE","0","0","0","33 48 0S","151 7 13E","NSW","3057","RYDE RA1","","Issued"
"Sale","","90.3","HPON","M","30","OD","500","10011116","1170829","141226","HPON Mast  Church Site 42 McColl Drive LONGFORD","0","0","0","38 10 38S","147 5 41E","VIC","","","","Issued"
"Sale","3TFM","99.5","Commercial","M","80","DA","20000","10010688","1170642","12042","Commercial Broadcast Site off Traralgon-Balook Rd MT TASSIE","0","0","0","38 23 37S","146 33 33E","VIC","1150756","SALE RA1","","Expired"
"Sale","3TFM","99.5","Commercial","M","65","DA","20000","10010688","10139574","12042","Commercial Broadcast Site off Traralgon-Balook Rd MT TASSIE","0","0","0","38 23 37S","146 33 33E","VIC","1150756","SALE RA1","","Issued"
"Salisbury","5PBA","89.7","Community","M","25","OD","500","10010212","1385201","22833","Broadcast Site East Para Primary School Caroona Ave PARA HILLS","0","0","0","34 49 4S","138 40 1E","SA","1515","SALISBURY RA1","","Issued"
"Sally Malay Mine","6FMS","105.3","Retransmission","V","10","OD","30","10014383","1159349","32344","Telstra/Broadcast Site Fletchers via HALLS CREEK","0","0","0","17 20 54S","128 3 57E","WA","","","","Issued"
"Sally Malay Mine","6ABCRN","107.7","Retransmission","V","10","OD","30","10014384","1159348","32344","Telstra/Broadcast Site Fletchers via HALLS CREEK","0","0","0","17 20 54S","128 3 57E","WA","","","","Issued"
"Salmon Gums","6ABCRN","100.7","National","M","81","OD","1000","10000876","1150251","30113","Broadcast/Communal Site Red Lake 15 km S of SALMON GUMS","0","0","0","33 7 12S","121 37 31E","WA","","","","Issued"
